FA_0F_13_92_4B_6C_48_75_BD_5F_5E_96_5C_8C_6F_C9      //Round_00  P_02: 3.323853e+38
E8_F4_B0_68_EC_2D_0F_38_42_A7_FF_69_62_41_31_BB      //Round_00  P_04: 3.096514e+38
F8_B5_ED_42_4B_D8_D4_8C_45_61_A1_60_10_20_2C_1F      //Round_01  P_06: 3.305932e+38
D1_EC_9D_BE_CD_3F_64_AA_2F_8A_41_7B_1A_72_3A_9A      //Round_01  P_02: 2.790372e+38
C8_82_4C_5D_1D_86_50_29_5A_E7_40_FE_09_64_68_C3      //Round_02  P_07: 2.665221e+38
7E_E7_9C_8F_8E_3A_81_36_64_05_E0_CD_9D_11_24_04      //Round_02  P_03: 1.686853e+38
FC_EA_3F_27_9D_92_5D_C5_2E_C4_C7_EE_6C_90_5B_93      //Round_03  P_07: 3.361817e+38
DE_DD_3B_B0_26_1A_1B_CB_28_32_96_B6_49_43_6B_F7      //Round_03  P_00: 2.962373e+38
EA_11_44_1E_A8_23_A0_AD_E3_85_2D_25_C7_1F_75_0A      //Round_04  P_04: 3.111290e+38
E9_CE_A9_74_5F_65_FB_7F_08_9B_3F_B6_48_62_E2_35      //Round_04  P_06: 3.107832e+38
EE_CC_FE_0E_A6_2B_02_AD_92_C0_25_E8_6B_D3_03_DB      //Round_05  P_02: 3.174206e+38
E7_69_46_C8_54_1A_E1_34_72_79_7B_CE_71_EF_C0_0C      //Round_05  P_01: 3.075983e+38
D4_95_A1_68_F2_98_7F_A5_E0_66_73_E0_F6_7F_60_28      //Round_06  P_06: 2.825733e+38
BD_48_36_E4_FC_0D_20_F7_E2_66_21_05_E4_ED_AF_D2      //Round_06  P_03: 2.515990e+38
FD_79_95_25_A5_79_3D_4C_74_D1_B8_1B_5D_F2_8D_34      //Round_07  P_06: 3.369260e+38
E4_8C_8D_4D_DF_0C_91_34_D7_70_9D_5A_7D_4E_6A_61      //Round_07  P_04: 3.037938e+38
DF_5E_9B_3E_AA_F1_DE_60_EF_68_67_2F_E6_D0_1D_CC      //Round_08  P_03: 2.969091e+38
A8_8A_42_C4_26_B5_33_B8_28_1F_5C_EF_F3_FC_37_AD      //Round_08  P_02: 2.240282e+38
E8_31_4A_E6_0F_F5_85_0B_B1_FE_CC_DF_54_9D_C7_80      //Round_09  P_01: 3.086368e+38
E3_35_E2_3A_0E_4E_6A_52_B6_FC_C1_3F_05_67_8C_8D      //Round_09  P_06: 3.020145e+38
F6_CA_50_3E_3E_CA_BF_18_8B_00_99_2F_75_A2_9E_03      //Round_10  P_04: 3.280406e+38
EF_D2_24_D7_10_BB_38_11_97_1E_A7_54_3D_14_FB_60      //Round_10  P_07: 3.187766e+38
CD_79_44_C2_00_CE_A1_8C_4E_AB_03_28_C5_44_FC_0F      //Round_11  P_04: 2.731214e+38
A8_15_D5_24_5E_67_F0_C9_07_F5_30_81_22_17_A1_97      //Round_11  P_01: 2.234237e+38
